#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
606863	515499	510618	172122	167251	BOS_13036	BOS_5594	PCNA	CDK4	-	-	Affinity Capture-Western	physical	Loor G (1997)	9396813	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
606864	515499	281066	172122	158435	BOS_13036	BOS_4735	PCNA	CDK5	-	-	Affinity Capture-Western	physical	Loor G (1997)	9396813	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
608635	287007	614967	159995	542597	-	BOS_1976	PDC	SUMO1	PHD|RPR1	-	Affinity Capture-Western	physical	Klenk C (2006)	16421094	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
608637	287007	7316	159995	113164	-	-	PDC	UBC	PHD|RPR1	HMG20	Affinity Capture-Western	physical	Klenk C (2006)	16421094	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
614361	513263	510855	169891	167487	BOS_26105	BOS_1476	RPGR	PCNT	-	-	Affinity Capture-Western	physical	Khanna H (2005)	16043481	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
615731	281439	525795	158770	182408	BOS_20920	BOS_16066	DAG1	AGRN	RAB7	-	Far Western	physical	Yamada H (1996)	8798547	9913	9913	Low Throughput	-	-	-	Schwann cell alpha-dystroglycan	-	BioGRID
615732	281439	396538	158770	676782	BOS_20920	-	DAG1	AGRN	RAB7	-	Far Western	physical	Yamada H (1996)	8798547	9913	9031	Low Throughput	-	-	-	Schwann cell alpha-dystroglycan	-	BioGRID
615733	281439	3908	158770	110102	BOS_20920	RP1-69D17.2	DAG1	LAMA2	RAB7	LAMM	Far Western	physical	Yamada H (1996)	8798547	9913	9606	Low Throughput	-	-	-	Schwann cell alpha-dystroglycan	-	BioGRID
615734	281439	100138434	158770	948468	BOS_20920	BOS_9781	DAG1	LAMA2	RAB7	-	Far Western	physical	Yamada H (1996)	8798547	9913	9913	Low Throughput	-	-	-	Schwann cell alpha-dystroglycan	-	BioGRID
615753	326597	100009581	160070	1172600	BOS_19653	-	CALM	TNNI2	CALM2	TnI	Reconstituted Complex	physical	Bazari WL (1981)	6259174	9913	9986	Low Throughput	-	-	-	-	-	BioGRID
615761	8622104	281970	1247107	159261	DDB_G0279407	BOS_4925	calA	PDE1B	DDBDRAFT_0205842|DDB_0214955|DDBDRAFT_0214955|DDB_0205842	-	Biochemical Activity	physical	Jamieson GA (1983)	6667031	352472	9913	Low Throughput	-	No Modification	-	Activation of phosphodiesterase activity.|Dicty strain is actually A3.	-	BioGRID
615762	8622104	281969	1247107	159260	DDB_G0279407	BOS_1607	calA	PDE1A	DDBDRAFT_0205842|DDB_0214955|DDBDRAFT_0214955|DDB_0205842	PDE1	Biochemical Activity	physical	Jamieson GA (1983)	6667031	352472	9913	Low Throughput	-	No Modification	-	Activation of phosphodiesterase activity.|Dicty strain is actually A3.	-	BioGRID
615763	326597	281970	160070	159261	BOS_19653	BOS_4925	CALM	PDE1B	CALM2	-	Biochemical Activity	physical	Jamieson GA (1983)	6667031	9913	9913	Low Throughput	-	No Modification	-	Activation of phosphodiesterase activity.	-	BioGRID
615764	326597	281969	160070	159260	BOS_19653	BOS_1607	CALM	PDE1A	CALM2	PDE1	Biochemical Activity	physical	Jamieson GA (1983)	6667031	9913	9913	Low Throughput	-	No Modification	-	Activation of phosphodiesterase activity.	-	BioGRID
615773	25022	281160	247102	158520	-	BOS_8269	Fgfr2	FGF1	-	-	Reconstituted Complex	physical	Jones RB (2001)	11042206	10116	9913	Low Throughput	-	-	-	source of FGF not clear	-	BioGRID
615774	25022	616885	247102	544482	-	BOS_10961	Fgfr2	FGF7	-	-	Reconstituted Complex	physical	Jones RB (2001)	11042206	10116	9913	Low Throughput	-	-	-	source of FGF not clear	-	BioGRID
616466	280794	29220	158190	247898	BOS_2065	-	FN1	Thbs4	-	-	Reconstituted Complex	physical	Narouz-Ott L (2000)	10956668	9913	10116	Low Throughput	-	-	-	-	-	BioGRID
636079	4734	282126	110811	159404	PIG53	BOS_16771	NEDD4	YWHAH	NEDD4-1|RPF1	-	Reconstituted Complex	physical	Ichimura T (2005)	15677482	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
657750	12447	513971	198552	170598	-	BOS_21872	Ccne1	HIST1H1C	AW538188|CycE1	-	Biochemical Activity	physical	Wheeler LW (2008)	18635963	10090	9913	Low Throughput	-	Phosphorylation	-	figure 2.	-	BioGRID
657751	12566	513971	198644	170598	-	BOS_21872	Cdk2	HIST1H1C	A630093N05Rik	-	Biochemical Activity	physical	Wheeler LW (2008)	18635963	10090	9913	Low Throughput	-	Phosphorylation	-	figure 2.	-	BioGRID
657752	12428	513971	198545	170598	-	BOS_21872	Ccna2	HIST1H1C	Ccn-1|AA408589|CycA2|Ccna|Cyca|Ccn1	-	Biochemical Activity	physical	Wheeler LW (2008)	18635963	10090	9913	Low Throughput	-	Phosphorylation	-	figure 2.	-	BioGRID
657753	12534	513971	198624	170598	-	BOS_21872	Cdk1	HIST1H1C	Cdc2|p34[CDC2]|Cdc2a	-	Biochemical Activity	physical	Wheeler LW (2008)	18635963	10090	9913	Low Throughput	-	Phosphorylation	-	figure 2.	-	BioGRID
664518	2539869	281099	276415	158462	SPBC11B10.09	BOS_6716	cdc2	CSN2	-	-	Biochemical Activity	physical	Tang Z (2012)	22683458	4896	9913	Low Throughput	-	Phosphorylation	-	figure 3B.	-	BioGRID
664519	2539869	617975	276415	545568	SPBC11B10.09	BOS_6113	cdc2	H1F0	-	-	Biochemical Activity	physical	Tang Z (2012)	22683458	4896	9913	Low Throughput	-	Phosphorylation	-	figure 3B.	-	BioGRID
669614	287007	282015	159995	159304	-	BOS_19254	PDC	PSMC5	PHD|RPR1	-	Two-hybrid	physical	Zhu X (1998)	9701609	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
669615	282015	287007	159304	159995	BOS_19254	-	PSMC5	PDC	-	PHD|RPR1	Affinity Capture-Western	physical	Zhu X (1998)	9701609	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
672054	81650	617095	249550	544691	-	BOS_11189	Csnk2b	CALM1	Ck2	-	Biochemical Activity	physical	Quadroni M (1994)	8206911	10116	9913	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
672055	539235	100751524	195802	1615267	BOS_21637	-	CSNK2B	Calmodulin	CSKN2B	-	Biochemical Activity	physical	Joyal JL (1996)	8639568	9913	10029	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
672423	444874	282335	160681	159596	BOS_16579	BOS_22847	UBC	RABGEF1	-	RABEX5	Affinity Capture-Western	physical	Mattera R (2004)	15143060	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
672424	444874	534634	160681	191218	BOS_16579	BOS_6104	UBC	GGA1	-	-	Affinity Capture-Western	physical	Mattera R (2004)	15143060	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
673666	380246	281667	98488	158986	-	BOS_6308	cdk1-a	CCNA2	cdc2|p34cdc2|cdc-2|cdc2-a|xcdc2|cdc28a	CCNA	Reconstituted Complex	physical	Poon RY (1993)	8393783	8355	9913	Low Throughput	-	-	-	-	-	BioGRID
673667	399314	281667	100639	158986	-	BOS_6308	cdk2	CCNA2	eg1	CCNA	Reconstituted Complex	physical	Poon RY (1993)	8393783	8355	9913	Low Throughput	-	-	-	-	-	BioGRID
673670	281667	3024	158986	109275	BOS_6308	-	CCNA2	HIST1H1A	CCNA	HIST1|H1A|H1F1|H1.1	Biochemical Activity	physical	Poon RY (1993)	8393783	9913	9606	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
673689	1017	281667	107452	158986	-	BOS_6308	CDK2	CCNA2	p33(CDK2)	CCNA	Reconstituted Complex	physical	Poon RY (1993)	8393783	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
673692	399461	281667	100785	158986	-	BOS_6308	CDK7	CCNA2	MO15|stk1|p40MO15	CCNA	Reconstituted Complex	physical	Poon RY (1993)	8393783	8355	9913	Low Throughput	-	-	-	-	-	BioGRID
677296	27342	444874	118154	160681	-	BOS_16579	RABGEF1	UBC	RABEX5|rabex-5	-	Co-crystal Structure	physical	Penengo L (2006)	16499958	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
678275	9146	281370	114593	158705	-	BOS_18906	HGS	UBB	HRS	-	Co-crystal Structure	physical	Hirano S (2006)	16462748	9606	9913	Low Throughput	-	-	-	figure 1.	-	BioGRID
678276	9146	281370	114593	158705	-	BOS_18906	HGS	UBB	HRS	-	Reconstituted Complex	physical	Hirano S (2006)	16462748	9606	9913	Low Throughput	-	-	-	figure 3.	-	BioGRID
678408	282322	23327	159584	116915	BOS_7381	-	PRKACA	NEDD4L	-	RSP5|NEDD4.2|NEDD4-2|hNedd4-2	Biochemical Activity	physical	Nagaki K (2006)	16716084	9913	9606	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
678961	282322	855201	159584	35343	BOS_7381	YMR165C	PRKACA	PAH1	-	SMP2	Biochemical Activity	physical	Su WM (2012)	22865862	9913	559292	Low Throughput	-	Phosphorylation	-	PKA from bovine heart	-	BioGRID
680199	282335	7316	159596	113164	BOS_22847	-	RABGEF1	UBC	RABEX5	HMG20	Affinity Capture-Western	physical	Shin D (2012)	22705550	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
682974	404053	4287	160326	110433	BOS_5053	-	TUBA1A	ATXN3	TUBA1C	JOS|SCA3|MJD1|AT3|MJD|ATX3	Reconstituted Complex	physical	Mazzucchelli S (2009)	19666135	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
682975	281555	4287	158875	110433	-	-	TUBB2A	ATXN3	TUBB2B|TUBB	JOS|SCA3|MJD1|AT3|MJD|ATX3	Reconstituted Complex	physical	Mazzucchelli S (2009)	19666135	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
685655	7189	280922	113041	158306	-	BOS_3864	TRAF6	SAG	MGC:3310|RNF85	S-AG	Affinity Capture-Western	physical	Wang Y (2006)	16378096	9606	9913	Low Throughput	-	-	-	figure 1.	-	BioGRID
692379	282340	7316	159601	113164	BOS_10505	-	RNASE1	UBC	RNS1	HMG20	Reconstituted Complex	physical	Ziegenhagen R (1988)	2853949	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
697197	281849	534634	159160	191218	BOS_9999	BOS_6104	IGF2R	GGA1	CIMPR|CI-MPR	-	Reconstituted Complex	physical	Doray B (2002)	11886874	9913	9913	Low Throughput	-	-	-	figure 2.	-	BioGRID
697198	281849	517031	159160	173652	BOS_9999	-	IGF2R	GGA2	CIMPR|CI-MPR	-	Reconstituted Complex	physical	Doray B (2002)	11886874	9913	9913	Low Throughput	-	-	-	figure 2.	-	BioGRID
697199	281849	510539	159160	167172	BOS_9999	BOS_19551	IGF2R	GGA3	CIMPR|CI-MPR	-	Reconstituted Complex	physical	Doray B (2002)	11886874	9913	9913	Low Throughput	-	-	-	figure 2.	-	BioGRID
697200	281849	507677	159160	164316	BOS_9999	BOS_17261	IGF2R	AP1G1	CIMPR|CI-MPR	-	Affinity Capture-Western	physical	Doray B (2002)	11886874	9913	9913	Low Throughput	-	-	-	figure 5.	-	BioGRID
715280	353120	5430	160259	111426	BOS_19075	-	BRCA1	POLR2A	-	hsRPB1|POLR2|RpIILS|RPOL2|POLRA|hRPB220|RPBh1|RPO2|RPB1	Affinity Capture-Western	physical	Krum SA (2003)	12955082	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
715281	353120	282312	160259	159574	BOS_19075	BOS_18773	BRCA1	POLR2A	-	-	Affinity Capture-Western	physical	Krum SA (2003)	12955082	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
715282	672	282312	107140	159574	-	BOS_18773	BRCA1	POLR2A	PPP1R53|RNF53|IRIS|BRCC1|PSCP|PNCA4|BRCAI|BROVCA1	-	Affinity Capture-Western	physical	Krum SA (2003)	12955082	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
716921	511045	282513	167677	159754	BOS_11345	BOS_18531	DCTN1	PAFAH1B1	-	LIS1|LIS-1	Affinity Capture-Western	physical	Payne C (2003)	14584027	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
717111	504785	282335	161434	159596	BOS_18742	BOS_22847	RABEP1	RABGEF1	-	RABEX5	Affinity Capture-Western	physical	Gournier H (1998)	9524116	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
718368	282004	202658	159293	380771	BOS_23279	-	PRKG1	TRIM39-RPP21	cGK 1|cGKI-beta|CGKI	TRIM39R	Biochemical Activity	physical	Roberts JD (2007)	17601797	9913	9606	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
719321	281201	14694	158560	199978	BOS_15860	RP23-14F5.6	GNB1	Gnb2l1	-	Rack1|p205|Gnb2-rs1|AL033335|GB-like	Two-hybrid	physical	Dell EJ (2002)	12359736	9913	10090	High Throughput|Low Throughput	-	-	-	-	-	BioGRID
719322	281201	13426	158560	199255	BOS_15860	-	GNB1	Dync1i1	-	DHIC-1|IC74|DH IC-1|DIC|Dncic1	Two-hybrid	physical	Dell EJ (2002)	12359736	9913	10090	High Throughput|Low Throughput	-	-	-	-	-	BioGRID
719323	281201	226757	158560	230551	BOS_15860	-	GNB1	Wdr26	-	AA693241|AU044014|1600024A01Rik|C77982|AI447817	Two-hybrid	physical	Dell EJ (2002)	12359736	9913	10090	High Throughput|Low Throughput	-	-	-	-	-	BioGRID
719324	281201	1780	158560	108118	BOS_15860	-	GNB1	DYNC1I1	-	DNCIC1|DNCI1	Reconstituted Complex	physical	Dell EJ (2002)	12359736	9913	9606	High Throughput	-	-	-	-	-	BioGRID
719325	281201	14694	158560	199978	BOS_15860	RP23-14F5.6	GNB1	Gnb2l1	-	Rack1|p205|Gnb2-rs1|AL033335|GB-like	Reconstituted Complex	physical	Dell EJ (2002)	12359736	9913	10090	High Throughput	-	-	-	-	-	BioGRID
719432	282323	284485	159585	129887	BOS_3356	-	PRKACB	RIIAD1	-	C1orf230|NCRNA00166	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
719433	282323	5577	159585	111563	BOS_3356	-	PRKACB	PRKAR2B	-	RII-BETA|PRKAR2	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
719434	282323	5573	159585	111559	BOS_3356	-	PRKACB	PRKAR1A	-	TSE1|PKR1|CNC|PRKAR1|PPNAD1|CAR|CNC1|ADOHR	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
719435	282323	66353	159585	211405	BOS_3356	-	PRKACB	Riiad1	-	2310007A19Rik|Ncrna00166	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719436	282323	19088	159585	202369	BOS_3356	RP23-193M19.1	PRKACB	Prkar2b	-	RII(beta)|AI451071|Pkarb2|AW061005	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719437	282323	17756	159585	201585	BOS_3356	AC091465.1	PRKACB	Mtap2	-	MAP2|MAP-2|Mtap-2	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719438	282323	16438	159585	200847	BOS_3356	-	PRKACB	Itpr1	-	Itpr-1|ENSMUSG00000072853|InsP3R|Pcp-1|P400|opt|IP3R1|Pcp1|Gm10429|D6Pas2|Ip3r	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719439	282323	70661	159585	214193	BOS_3356	-	PRKACB	Sik3	-	AI846254|Qsk|mKIAA0999|9030204A07Rik|AI447252|AI849445|5730525O22Rik	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719440	282323	15481	159585	200428	BOS_3356	-	PRKACB	Hspa8	-	Hspa10|Hsp73|Hsc70|2410008N15Rik|Hsc71|Hsc73	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719441	282323	218194	159585	229998	BOS_3356	RP23-127A20.1	PRKACB	Phactr1	-	Rpel1|9630030F18Rik	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719442	282323	18607	159585	202099	BOS_3356	RP23-153H18.1	PRKACB	Pdpk1	-	Pdk1	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719443	282323	18195	159585	201857	BOS_3356	RP23-326K2.3	PRKACB	Nsf	-	AU067812|AU020090|AI316878|SKD2	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719444	282323	20964	159585	203600	BOS_3356	RP23-132C19.2	PRKACB	Syn1	-	Syn-1	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719445	282323	15516	159585	200454	BOS_3356	-	PRKACB	Hsp90ab1	-	C81438|90kDa|Hsp84|Hsp90|AL022974|Hspcb|Hsp84-1	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719446	282323	110351	159585	225521	BOS_3356	RP23-277N22.1	PRKACB	Rap1gap	-	AI427470|1300019I11Rik|2310004O14Rik|Rap1ga1	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719447	282323	18583	159585	202081	BOS_3356	-	PRKACB	Pde7a	-	AU015378|AW047537	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719448	282323	22143	159585	204373	BOS_3356	-	PRKACB	Tuba1b	-	Tuba2	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719449	282323	22153	159585	204380	BOS_3356	-	PRKACB	Tubb4a	-	AI325297|Tubb|M(beta)4|Tubb4	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719450	282323	19047	159585	202337	BOS_3356	-	PRKACB	Ppp1cc	-	PP1|dis2m1	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719451	282323	22627	159585	204619	BOS_3356	RP23-78H4.1	PRKACB	Ywhae	-	AU019196	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719452	282323	22631	159585	204623	BOS_3356	-	PRKACB	Ywhaz	-	AL022924|1110013I11Rik|AU020854|AI596267|14-3-3zeta	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719453	282323	16098	159585	200586	BOS_3356	-	PRKACB	Igkv1-117	-	Cr1|IgK|V(k)45.1|Igk-V21|Gm16797	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719454	282323	18767	159585	202207	BOS_3356	-	PRKACB	Pkia	-	AI415001|PKIalpha	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	10090	Low Throughput	-	-	-	-	-	BioGRID
719455	282323	80196	159585	123169	BOS_3356	-	PRKACB	RNF34	-	RFI|CARP-1|RIFF|RIF|CARP1|hRFI	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
719456	282323	142	159585	106652	BOS_3356	RP11-125A15.2	PRKACB	PARP1	-	ADPRT 1|ADPRT|PARP-1|pADPRT-1|PARP|PPOL|ADPRT1	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
719457	282323	2079	159585	108390	BOS_3356	-	PRKACB	ERH	-	DROER	Affinity Capture-MS	physical	Erlbruch A (2010)	20564261	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
721497	282320	26088	159582	117540	BOS_8121	RP1-37E16.3	PPP2CA	GGA1	-	-	Biochemical Activity	physical	Ghosh P (2003)	12578827	9913	9606	Low Throughput	-	Dephosphorylation	-	-	-	BioGRID
721498	281849	26088	159160	117540	BOS_9999	RP1-37E16.3	IGF2R	GGA1	CIMPR|CI-MPR	-	Reconstituted Complex	physical	Ghosh P (2003)	12578827	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
722306	280750	281894	158151	159201	BOS_8618	BOS_5049	CLU	LALBA	gpIII	alfaLA|a-LACTA	Reconstituted Complex	physical	Poon S (2002)	11904161	9913	9913	Low Throughput	-	-	-	-	-	BioGRID
722387	23746	511298	117248	167929	-	BOS_4759	AIPL1	NUB1	AIPL2|LCA4	NYREN18	Two-hybrid	physical	Hidalgo-de-Quintana J (2008)	18408180	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
722388	23746	281832	117248	159145	-	BOS_20461	AIPL1	HSP90AA1	AIPL2|LCA4	HSPCA	Two-hybrid	physical	Hidalgo-de-Quintana J (2008)	18408180	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
722389	23746	767874	117248	613028	-	BOS_21524	AIPL1	HSP90AB1	AIPL2|LCA4	-	Two-hybrid	physical	Hidalgo-de-Quintana J (2008)	18408180	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
722390	23746	281831	117248	159144	-	BOS_14437	AIPL1	HSPA8	AIPL2|LCA4	HSPA10|Hsc70	Two-hybrid	physical	Hidalgo-de-Quintana J (2008)	18408180	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
722529	281073	281855	158442	159166	BOS_23346	BOS_25445	CHUK	IKBKG	-	-	Two-hybrid	physical	Rottenberg S (2002)	12459277	9913	9913	Low Throughput	-	-	-	figure 4.	-	BioGRID
722530	281854	281855	159165	159166	BOS_23881	BOS_25445	IKBKB	IKBKG	-	-	Two-hybrid	physical	Rottenberg S (2002)	12459277	9913	9913	Low Throughput	-	-	-	figure 4.	-	BioGRID
722531	281855	281855	159166	159166	BOS_25445	BOS_25445	IKBKG	IKBKG	-	-	Two-hybrid	physical	Rottenberg S (2002)	12459277	9913	9913	Low Throughput	-	-	-	figure 4.	-	BioGRID
722534	282291	281855	159554	159166	BOS_20329	BOS_25445	NFKBIA	IKBKG	-	-	Affinity Capture-Western	physical	Rottenberg S (2002)	12459277	9913	9913	Low Throughput	-	-	-	figure 5.	-	BioGRID
722535	282291	281073	159554	158442	BOS_20329	BOS_23346	NFKBIA	CHUK	-	-	Affinity Capture-Western	physical	Rottenberg S (2002)	12459277	9913	9913	Low Throughput	-	-	-	figure 5.	-	BioGRID
722536	282291	281854	159554	159165	BOS_20329	BOS_23881	NFKBIA	IKBKB	-	-	Affinity Capture-Western	physical	Rottenberg S (2002)	12459277	9913	9913	Low Throughput	-	-	-	figure 5.	-	BioGRID
722887	120892	533307	125700	189906	-	BOS_24028	LRRK2	TUBB	DARDARIN|RIPK7|ROCO2|AURA17|PARK8	TUBB2A	Affinity Capture-Western	physical	Gillardon F (2009)	19545277	9606	9913	Low Throughput	-	-	-	figure 2.	-	BioGRID
723019	10938	511484	116138	168115	CDABP0131	BOS_21205	EHD1	ZFYVE20	HPAST1|PAST1|PAST|H-PAST	-	Affinity Capture-MS	physical	Naslavsky N (2004)	15020713	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
723020	10938	511484	116138	168115	CDABP0131	BOS_21205	EHD1	ZFYVE20	HPAST1|PAST1|PAST|H-PAST	-	Reconstituted Complex	physical	Naslavsky N (2004)	15020713	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
723384	22034	280846	204307	158240	RP23-313G3.1	-	Traf6	LTF	C630032O20Rik|2310003F17Rik|AI851288	Lf	Affinity Capture-Western	physical	Inubushi T (2012)	22593578	10090	9913	Low Throughput	-	-	-	-	-	BioGRID
723536	541040	538938	197606	195505	BOS_9654	BOS_1085	SEC63	SEC62	-	TLOC1	Affinity Capture-Western	physical	Meyer HA (2000)	10799540	9913	9913	Low Throughput	-	-	-	Edman degradation	-	BioGRID
723537	506986	505064	163629	161713	BOS_9015	BOS_21224	SEC61B	SEC61A1	-	-	Affinity Capture-Western	physical	Meyer HA (2000)	10799540	9913	9913	Low Throughput	-	-	-	Edman degradation	-	BioGRID
723538	506986	538938	163629	195505	BOS_9015	BOS_1085	SEC61B	SEC62	-	TLOC1	Affinity Capture-Western	physical	Meyer HA (2000)	10799540	9913	9913	Low Throughput	-	-	-	Edman degradation	-	BioGRID
723539	506986	541040	163629	197606	BOS_9015	BOS_9654	SEC61B	SEC63	-	-	Affinity Capture-Western	physical	Meyer HA (2000)	10799540	9913	9913	Low Throughput	-	-	-	Edman degradation	-	BioGRID
723540	541040	615778	197606	543384	BOS_9654	BOS_20746	SEC63	SEC61G	-	-	Affinity Capture-Western	physical	Meyer HA (2000)	10799540	9913	9913	Low Throughput	-	-	-	Edman degradation	-	BioGRID
723541	541040	506986	197606	163629	BOS_9654	BOS_9015	SEC63	SEC61B	-	-	Affinity Capture-Western	physical	Meyer HA (2000)	10799540	9913	9913	Low Throughput	-	-	-	Edman degradation	-	BioGRID
723542	541040	505064	197606	161713	BOS_9654	BOS_21224	SEC63	SEC61A1	-	-	Affinity Capture-Western	physical	Meyer HA (2000)	10799540	9913	9913	Low Throughput	-	-	-	Edman degradation	-	BioGRID
723583	1410	282205	107800	159479	-	BOS_16705	CRYAB	CRYBB1	CRYA2|HSPB5|CTPP2	-	Reconstituted Complex	physical	Mainz A (2012)	22090033	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
724840	281719	1014	159035	107449	BOS_14343	UNQ695/PRO1340	CRYAB	CDH16	-	-	Reconstituted Complex	physical	Thedieck C (2008)	18343407	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
724922	1410	280968	107800	158347	-	BOS_19941	CRYAB	TPPP	CRYA2|HSPB5|CTPP2	p25	Reconstituted Complex	physical	Houck SA (2010)	20668689	9606	9913	Low Throughput	-	-	-	-	-	BioGRID
727702	281722	3315	159038	109547	BOS_2012	-	CRYGC	HSPB1	-	HSP27|CMT2F|SRP27|Hsp25|HMN2B|HS.76067|HSP28	Reconstituted Complex	physical	Nagaraj RH (2012)	22272318	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
727703	281722	1409	159038	107799	BOS_2012	-	CRYGC	CRYAA	-	HSPB4|CRYA1	Reconstituted Complex	physical	Nagaraj RH (2012)	22272318	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
727704	281722	1410	159038	107800	BOS_2012	-	CRYGC	CRYAB	-	CRYA2|HSPB5|CTPP2	Reconstituted Complex	physical	Nagaraj RH (2012)	22272318	9913	9606	Low Throughput	-	-	-	-	-	BioGRID
727873	852822	615043	33189	542671	YGL058W	BOS_2955	RAD6	H2B	UBC2|PSO8	-	Biochemical Activity	physical	Dor Y (1996)	8898388	559292	9913	Low Throughput	-	Ubiquitination	-	-	-	BioGRID
727875	852822	512439	33189	169070	YGL058W	BOS_268	RAD6	HBA	UBC2|PSO8	alpha globin|HBA2	Biochemical Activity	physical	Dor Y (1996)	8898388	559292	9913	Low Throughput	-	Ubiquitination	-	-	-	BioGRID
